name,rating
Dun Bheagan 8 Island,"
      C+      "
Dun Bheagan 8 Islay,"
      B-      "
Dun Bheagan 8 Speyside,"
      B-      "
Dunlivet,"
      C-      "
E.H. Taylor Barrel Proof,"
      B+      "
E.H. Taylor Cured Oak,"
      B+      "
E.H. Taylor Jr. Old Fashioned Sour Mash,"
      B      "
E.H. Taylor Rye,"
      B      "
E.H. Taylor Single Barrel,"
      B-      "
E.H. Taylor Small Batch,"
      B      "
E.H. Taylor Warehouse C Tornado Surviving Bourbon,"
      C+      "
Eades Islay Double Malt,"
      B-      "
Eagle Rare 10,"
      C+      "
Eagle Rare 10 (Harlen Wheatley Selection),"
      B      "
Eagle Rare 101,"
      A-      "
Eagle Rare 101 (1979),"
      B      "
Eagle Rare 17 (2005),"
      B+      "
Eagle Rare 17 (2006),"
      B      "
Eagle Rare 17 (2007),"
      C      "
Eagle Rare 17 (2011),"
      B      "
Eagle Rare 17 (2013),"
      B      "
Eagle Rare 17 (2015),"
      C+      "
Early Times Bourbon (1980s),"
      C      "
Early Times Kentucky Whisky,"
      C-      "
Echo Spring (1917),"
      B      "
Edradour 10,"
      B-      "
Edradour 1997,"
      B-      "
Edradour 2000 Sauternes Binny's Handpicked,"
      B      "
Edradour 2001 12 yo Port Finish Straight from the Cask,"
      C+      "
Edradour 30,"
      D+      "
Edradour Ballechin 10 Heavily Peated,"
      B-      "
Edradour Barolo Cask,"
      B      "
Edradour Caledonia 12,"
      B-      "
Elijah Craig 12,"
      B      "
Elijah Craig 18 Single Barrel,"
      B      "
Elijah Craig 18 Single Barrel (The Party Source),"
      B+      "
Elijah Craig 20,"
      B      "
Elijah Craig 20 (Barrel #3742),"
      B      "
Elijah Craig 21,"
      B-      "
Elijah Craig Barrel Proof Batch 1,"
      B+      "
Elijah Craig Barrel Proof Batch 11,"
      B      "
Elijah Craig Barrel Proof Batch 2,"
      B+      "
Elijah Craig Barrel Proof Batch 3,"
      B      "
Elijah Craig Barrel Proof Batch 4,"
      B      "
Elijah Craig Barrel Proof Batch 5,"
      B      "
Elijah Craig Barrel Proof Batch 6,"
      B+      "
Elijah Craig Barrel Proof Batch 7,"
      B-      "
Elijah Craig Barrel Proof Batch 8,"
      B      "
Elijah Craig Barrel Proof Batch A117,"
      B+      "
Elijah Craig Small Batch,"
      B-      "
Ellenstown 10,"
      B      "
Ellenstown 12,"
      B      "
Ellington Canadian Whisky,"
      F      "
Ellington Reserve,"
      D      "
Elmer T. Lee 90th Birthday,"
      B      "
Elmer T. Lee Commemorative,"
      B-      "
Elmer T. Lee Single Barrel ,"
      B      "
Entrapment,"
      C      "
Evan Williams,"
      C+      "
Evan Williams 23,"
      B      "
Evan Williams 23 (Gift Shop Exclusive),"
      C+      "
Evan Williams BIB,"
      B-      "
Evan Williams Green,"
      C+      "
Evan Williams Single Barrel 1988,"
      B      "
Evan Williams Single Barrel 1989,"
      B      "
Evan Williams Single Barrel 1990,"
      B-      "
Evan Williams Single Barrel 1991,"
      C+      "
Evan Williams Single Barrel 1992,"
      B      "
Evan Williams Single Barrel 1993,"
      C      "
Evan Williams Single Barrel 1994,"
      B      "
Evan Williams Single Barrel 1995,"
      B      "
Evan Williams Single Barrel 1996,"
      B      "
Evan Williams Single Barrel 1997,"
      C-      "
Evan Williams Single Barrel 1998,"
      C-      "
Evan Williams Single Barrel 1999,"
      B-      "
Evan Williams Single Barrel 2000,"
      C+      "
Evan Williams Single Barrel 2000 (The Party Source),"
      B      "
Evan Williams Single Barrel 2003,"
      B      "
Evermore 2002,"
      C+      "
Ezra Brooks 15 yo 101,"
      B+      "
Fairfax County BIB (1950),"
      B-      "
Fairlawn Bourbon (1916),"
      A-      "
Famous Grouse,"
      C-      "
Famous Grouse 12,"
      B-      "
Famous Grouse 12 Gold Reserve,"
      B-      "
Famous Grouse 18,"
      B      "
Famous Grouse Vintage 1990 ,"
      C+      "
Faultline Blended Scotch,"
      B-      "
Faultline Bourbon,"
      B+      "
Faultline Single Highland Malt (K&L),"
      C+      "
Feckin Irish Whiskey,"
      C      "
Fettercairn 1966 Sirius,"
      A-      "
Fettercairn 2008 Distiller's Art,"
      C+      "
Few Single Malt Whisky 14-9,"
      D+      "
Few Spirits Bourbon,"
      D+      "
Few Spirits Rye 2012 Single Cask Nation,"
      C+      "
Finlaggan Old Reserve,"
      C-      "
Flaming Heart Limited Edition,"
      B+      "
Forged Oak,"
      C+      "
Forty Creek Barrel Select,"
      C      "
Forty Creek Confederation Oak,"
      B      "
Forty Creek Copper Pot Reserve,"
      B      "
Forty Creek Double Barrel Reserve,"
      B-      "
Forty Creek Heart of Gold,"
      C      "
Forty Creek Port Wood Reserve,"
      A-      "
Forty Creek Three Grain,"
      C      "
Four Roses (Yellow Label),"
      C+      "
Four Roses 120th Anniversary Bourbon JW 7-10,"
      B-      "
Four Roses 120th Anniversary Bourbon JW 7-1R,"
      B+      "
Four Roses 16 y Single Barrel OBSV 16 ,"
      B+      "
Four Roses 17y Single Barrel,"
      A-      "
"Four Roses 2016 Limited Edition Single Barrel Bourbon ""Elliott's Select""","
      B+      "
Four Roses Al Young Limited Edition Small Batch,"
      B      "
Four Roses Kentucky Bourbon Festival (Seven Grand),"
      B      "
Four Roses Limited Edition Small Batch 2012,"
      A-      "
Four Roses Limited Edition Small Batch 2013,"
      A-      "
Four Roses Limited Edition Small Batch 2014,"
      B      "
Four Roses Limited Edition Small Batch 2015,"
      B+      "
Four Roses Limited Edition Small Batch 2016,"
      B+      "
Four Roses Mariage Collection (2008),"
      B+      "
Four Roses Mariage Collection (2009),"
      B      "
Four Roses Premium American Whiskey (1977),"
      C      "
Four Roses Premium Light Whiskey,"
      D-      "
Four Roses Single Barrel,"
      B+      "
Four Roses Single Barrel (K&L #1),"
      B      "
Four Roses Single Barrel (The Party Source) Barrel 80-2R,"
      C+      "
Four Roses Single Barrel 2011 Limited Edition,"
      C-      "
Four Roses Single Barrel 2013 Limited Edition,"
      B+      "
Four Roses Single Barrel 2014 Limited Edition,"
      B      "
Four Roses Single Barrel Binny's #3,"
      B      "
Four Roses Single Barrel Icons OBSF (Schneider's 2015),"
      B      "
Four Roses Single Barrel Icons OBSK (Schneider's 2015),"
      B+      "
Four Roses Single Barrel Icons OBSO (Binny's 2015),"
      B+      "
Four Roses Single Barrel Icons OBSQ (Hi-Time 2015),"
      B+      "
Four Roses Single Barrel Icons OBSV (Julio's 2015),"
      B-      "
Four Roses Single Barrel Icons OESF (Liquor Barn 2015),"
      B      "
Four Roses Single Barrel Icons OESK (Bayway 2015),"
      A-      "
Four Roses Single Barrel Icons OESO (Binny's 2015),"
      B+      "
Four Roses Single Barrel Icons OESQ (Liquor Barn 2015),"
      B      "
Four Roses Single Barrel Icons OESV (Wally's 2015),"
      A-      "
Four Roses Single Barrel Jim Rutledge OBSV (Shopper's Vineyard),"
      B+      "
Four Roses Single Barrel OBSK (K&L),"
      C+      "
Four Roses Single Barrel OBSK (Paws & Claws),"
      B+      "
Four Roses Single Barrel OBSK (The Party Source),"
      A-      "
Four Roses Single Barrel OBSK 1999 (Binny's),"
      A-      "
Four Roses Single Barrel OBSK 2009 (East Bay Study Group),"
      B-      "
Four Roses Single Barrel OBSK Barrel 37-2L (The Party Source),"
      B+      "
Four Roses Single Barrel OBSK Binny's Barrel 4-2G,"
      B      "
"Four Roses Single Barrel OBSO ""As Advertised""","
      A-      "
Four Roses Single Barrel OBSO K&L,"
      B+      "
Four Roses Single Barrel OBSQ (Binny's),"
      B      "
Four Roses Single Barrel OBSV  (Binny's),"
      B      "
"Four Roses Single Barrel OBSV ""Goykh Smash""","
      B      "
Four Roses Single Barrel OBSV (1789b),"
      A-      "
Four Roses Single Barrel OBSV (Nasa Liquors),"
      B      "
Four Roses Single Barrel OBSV (The Bourbon Society),"
      B-      "
Four Roses Single Barrel OBSV 2013 (K&L),"
      B      "
"Four Roses Single Barrel OESF ""Angel Nips""","
      B      "
Four Roses Single Barrel OESK (Paws & Claws),"
      B-      "
Four Roses Single Barrel OESO (Binny's),"
      B+      "
"Four Roses Single Barrel OESQ ""Wheater""","
      B      "
Four Roses Single Barrel Paws & Claws/1789b #14,"
      A-      "
Four Roses Small Batch,"
      B-      "
Four Roses Super Premium,"
      B      "
Garrison Brothers Bourbon,"
      C-      "
Gentleman Jack,"
      C      "
George Dickel 14 (Park Avenue Liquors),"
      B+      "
George Dickel 14yr (The Party Source - Barrel 98K24A37-4-11),"
      B+      "
George Dickel 17,"
      B      "
George Dickel 9yr (The Party Source - Barrel 03L29G78-3-21),"
      B      "
George Dickel Barrel Select,"
      B      "
George Dickel Cascade Hollow ,"
      B      "
George Dickel No. 12,"
      B      "
George Dickel No. 8,"
      B-      "
George Dickel Rye,"
      B-      "
George Dickel Sour Mash Whisky Hand Selected Barrel,"
      B      "
George Dickel Special Barrel Reserve 10,"
      B-      "
George T. Stagg  2006,"
      A-      "
George T. Stagg 2007,"
      A      "
George T. Stagg 2008,"
      A-      "
George T. Stagg 2009,"
      A      "
George T. Stagg 2010,"
      A      "
George T. Stagg 2011,"
      A-      "
George T. Stagg 2012,"
      B+      "
George T. Stagg 2013,"
      B+      "
George T. Stagg 2014,"
      B+      "
George T. Stagg 2015,"
      A-      "
Georgia Moon Corn Whiskey,"
      C      "
Gibson's Finest Rare,"
      D+      "
Ginkgo,"
      B      "
Girvan 1965 Jack Weibers ,"
      A-      "
Girvan 1965 Jim McEwan's Celtic Heartlands,"
      C+      "
Girvan 1990 Sovereign,"
      C+      "
Girvan 52 Year Old That Boutique-y Whisky Company,"
      C      "
Glann Ar Mor,"
      D-      "
Glen Albyn 1966 Cadenhead's,"
      A-      "
Glen Albyn 1972 Connoisseurs Choice ,"
      C+      "
Glen Albyn 1974 Blackadder,"
      A-      "
Glen Albyn 1978 Hart Brothers,"
      C      "
Glen Albyn 1978 Hart Brothers,"
      B-      "
Glen Albyn SMWS 69.13,"
      B+      "
Glen Breton Rare,"
      C-      "
Glen Deveron 10,"
      C      "
Glen Eden,"
      F      "
Glen Elgin 12,"
      C+      "
Glen Elgin 12 Flora & Fauna,"
      C+      "
Glen Elgin 16,"
      B      "
Glen Elgin 1968 Connoisseurs Choice,"
      B+      "
Glen Elgin 1971 Cadenhead's,"
      B-      "
Glen Elgin 1975 Perfect Dram,"
      B+      "
"Glen Elgin 1976 ""Green Elgin""","
      B      "
Glen Elgin 1985 The Bottlers,"
      A-      "
Glen Elgin 1991 Duncan Taylor,"
      D+      "
Glen Elgin 1991 Signatory,"
      B+      "
Glen Elgin 1991 Signatory,"
      B-      "
Glen Elgin 1991 Whisky Galore,"
      C-      "
"Glen Elgin 20yr ""Winter Larder"" (Wemyss)","
      B+      "
Glen Elgin Centenary,"
      C+      "
Glen Elgin The Manager's Dram 16,"
      A-      "
Glen Elgin The Managers Dram 15,"
      B+      "
Glen Elgin The Managers' Choice,"
      B+      "
Glen Flagler 1970 Signatory ,"
      B+      "
Glen Flagler 1973,"
      B      "
Glen Garioch 12,"
      C+      "
Glen Garioch 12 National Trust for Scotland,"
      B-      "
Glen Garioch 1967 The Bottlers,"
      C      "
Glen Garioch 1968 Cask 611,"
      A      "
Glen Garioch 1968 Cask 624,"
      A-      "
Glen Garioch 1975 The First for Us ,"
      B      "
Glen Garioch 1979 (Park Avenue),"
      B+      "
Glen Garioch 1998 for K&L,"
      B-      "
Glen Garioch 21,"
      B-      "
Glen Garioch 21 1965 (Dark Vatting),"
      C+      "
Glen Garioch 21 1965 (Light Vatting),"
      B-      "
"Glen Grant ""Reflection"" Duncan Taylor 34yo","
      B      "
Glen Grant 10,"
      C+      "
Glen Grant 12,"
      B-      "
Glen Grant 12 Gordon & MacPhail,"
      B-      "
Glen Grant 16,"
      C+      "
Glen Grant 170th Anniversary,"
      B-      "
Glen Grant 1956 Cask 4452,"
      B      "
Glen Grant 1956 Gordon & Macphail (2008),"
      B+      "
Glen Grant 1958 Gordon & Macphail (2008),"
      B+      "
Glen Grant 1958 Gordon & Macphail (2011),"
      B+      "
Glen Grant 1960 Gordon & Macphail,"
      A-      "
Glen Grant 1964 Jewels of Scotland ,"
      A-      "
Glen Grant 1965 Gordon & Macphail,"
      B      "
Glen Grant 1965 Signatory,"
      B+      "
Glen Grant 1965/09 Gordon & MacPhail,"
      B      "
Glen Grant 1967 Gordon & Macphail,"
      B-      "
Glen Grant 1967/06 Gordon & MacPhail,"
      B      "
Glen Grant 1970 Duncan Taylor  Cask #3480,"
      B      "
Glen Grant 1970 Duncan Taylor  Cask #809,"
      B+      "
Glen Grant 1970 Lonach,"
      B      "
Glen Grant 1971 Blackadder,"
      B+      "
Glen Grant 1972 (Berry Bros & Rudd Boisdale ),"
      B+      "
Glen Grant 1972 Berry's Own Selection,"
      A-      "
Glen Grant 1972 Blackadder,"
      A-      "
Glen Grant 1972 Hart Brothers,"
      B-      "
Glen Grant 1972 Jack Weiber,"
      A-      "
Glen Grant 1972 Single Malts of Scotland,"
      A      "
Glen Grant 1972 The Whisky Fair,"
      A-      "
Glen Grant 1973 Hart Brothers,"
      A-      "
Glen Grant 1973 Single Malts of Scotland,"
      B+      "
Glen Grant 1973 The Whisky Agency,"
      B+      "
Glen Grant 1973 Thosop Import,"
      A-      "
Glen Grant 1974 Lonach 31 ys,"
      C+      "
Glen Grant 1975 Archives,"
      B      "
Glen Grant 1975 Malt Trust,"
      A-      "
Glen Grant 1976 Douglas of Drumlanrig ,"
      A-      "
Glen Grant 1976 Signatory,"
      B      "
Glen Grant 1976 Signatory Vintage,"
      A-      "
Glen Grant 1977 Cask & Thistle,"
      B      "
Glen Grant 1977 Scott's Selection,"
      B      "
Glen Grant 1980 Bladnoch Forum,"
      B+      "
Glen Grant 1980 Murray McDavid,"
      A-      "
Glen Grant 1982 Blackadder 29 year,"
      B      "
Glen Grant 1984 SMWS 9.57,"
      B      "
Glen Grant 1990 Gordon & Macphail (2007),"
      B+      "
Glen Grant 1990 Gordon & Macphail (2008),"
      D+      "
Glen Grant 1990 Gordon & Macphail 13yr,"
      C+      "
Glen Grant 1990 Gordon and MacPhail 15,"
      B+      "
Glen Grant 1990 Signatory,"
      B-      "
Glen Grant 1992 Cellar Reserve ,"
      C      "
Glen Grant 1992 Duncan Taylor,"
      C+      "
Glen Grant 1992 Exclusive Malts,"
      C-      "
Glen Grant 1992 The Whiskyman,"
      C+      "
Glen Grant 1998 Premier Barrel,"
      C      "
Glen Grant 21 G&M (UK),"
      C+      "
Glen Grant 21 G&M (US),"
      B      "
Glen Grant 25 Gordon & Macphail,"
      B-      "
Glen Grant 27yo A.D. Rattray ,"
      B      "
Glen Grant Five Decades,"
      C+      "
Glen Grant Major's Reserve,"
      C      "
Glen Grant SMWS 9.89,"
      B      "
Glen Keith 1983,"
      C+      "
Glen Keith 1995 Signatory Unchillfiltered,"
      B      "
Glen Keith SMWS 81.14,"
      B      "
Glen Mhor 1965,"
      B      "
Glen Mhor 1976 Cadenhead,"
      C-      "
Glen Mhor 1976 Rare Malts,"
      C+      "
Glen Mhor 1982 A.D. Rattray,"
      B      "
"Glen Mhor 1982 Carn Mor ""Celebration of the Cask""","
      B      "
Glen Moray 12,"
      C+      "
Glen Moray 1959 Duthie/Samaroli,"
      A      "
Glen Moray 1973 Rare Auld Cask 7037,"
      B+      "
Glen Moray 1991 Sansibar,"
      B-      "
Glen Moray 1994 The Whisky Agency/Three Rivers Tokyo,"
      C+      "
Glen Moray 1996 SMWS 35.35,"
      B+      "
Glen Moray 2003 Single Cask Nation,"
      C      "
Glen Moray 2006 7 yo (Exclusive Range),"
      B-      "
Glen Moray 30,"
      B+      "
Glen Moray Port Cask Finish,"
      C      "
Glen Moray Sherry Cask Finish,"
      D+      "
Glen Moray SMWSA 35.162,"
      B      "
Glen Ord 12 (1990s),"
      C      "
Glen Ord 1965 Classic Cask,"
      B+      "
Glen Ord 1987 SMWS 77.18,"
      B      "
Glen Ord 1998 Signatory,"
      B+      "
Glen Ord 1998 Signatory Vintage,"
      B-      "
Glen Ord 28,"
      B+      "
Glen Ord 30,"
      B+      "
Glen Ord 77.25 SMWS,"
      B-      "
Glen Scotia 12,"
      B-      "
Glen Scotia 14,"
      B      "
Glen Scotia 17,"
      B-      "
Glen Scotia 1974 Signatory,"
      B-      "
Glen Scotia 1977 A. D. Rattray,"
      A      "
Glen Scotia 1991 MMcDavid Mission,"
      B      "
Glen Scotia 1991 Signatory,"
      B+      "
Glen Scotia 1992 AD Rattray,"
      B-      "
Glen Scotia 1992 Archives,"
      C-      "
Glen Scotia 1992 Hart Brothers,"
      B-      "
Glen Scotia 1992 Samaroli Coilltean,"
      B      "
Glen Scotia 21 MacPhail's,"
      C      "
Glen Scotia 25,"
      B      "
Glen Scotia 93.61 SMWSA,"
      B      "
Glen Scotia Double Cask,"
      B      "
Glen Scotia Rum Cask Finish â€“ Campbeltown Festival 2019 ,"
      B+      "
Glen Scotia SMWS 93.47,"
      B-      "
Glen Scotia Victoriana,"
      C+      "
Glen Spey 1977 Dewar Rattray (#3652),"
      B-      "
Glen Spey 1977 Dewar Rattray (#3660),"
      B      "
Glen Spey 1981 Cadenhead's,"
      C-      "
Glen Spey 1988 Archives,"
      B+      "
Glen Spey 21,"
      B      "
Glen Urquhart (1970's),"
      B+      "
Glenallachie 1972 DL Directors Cut,"
      B+      "
Glenallachie 1972 Old Malt Cask,"
      A-      "
Glenallachie 1972 Old Malt Cask,"
      B      "
Glenallachie 1974 The Whisky Exchange,"
      B+      "
Glenallachie 1991 Signatory,"
      B-      "
Glenburgie 10,"
      C      "
Glenburgie 1980 Premier Barrel,"
      B-      "
Glenburgie 1980 Premier Barrel,"
      B+      "
Glenburgie 1985 Duncan Taylor,"
      B      "
Glenburgie 1989 SMWS 71.33,"
      C+      "
Glencadam 14 Oloroso Finish,"
      C+      "
Glencadam 15,"
      C+      "
Glencadam 1974 Connoisseur's Choice,"
      B      "
Glencadam 1974 D&M Aficionados Club,"
      A-      "
Glencadam 1974 Whisky Fassle,"
      C+      "
Glencadam 1979 Cadenhead's,"
      B      "
Glencadam 1990 A.D. Rattray,"
      B-      "
Glencadam 21,"
      C+      "
Glencadam 22yr Chieftain's,"
      B-      "
Glencraig 1974 Duncan Taylor (Rarest),"
      B      "
Glencraig 1975 Connoisseurs Choice,"
      B-      "
Glendarroch 1966 Lonach,"
      B-      "
Glendarroch 1967 Lonach,"
      C      "
Glendronach 12 Original,"
      B-      "
Glendronach 12 Original (1980s),"
      B      "
Glendronach 12 Original (pre BenRiach sale),"
      B-      "
Glendronach 12 Original Double Cask,"
      C+      "
Glendronach 12 Sherry Cask (1980s),"
      A-      "
Glendronach 14 Sauternes,"
      B-      "
Glendronach 15,"
      C+      "
Glendronach 15 Revival,"
      B+      "
Glendronach 15 Tawny Port Finish,"
      B-      "
Glendronach 18 Allardice,"
      B      "
Glendronach 1968,"
      A-      "
Glendronach 1972 (Cask 702),"
      A-      "
Glendronach 1972 (Cask 710),"
      A-      "
Glendronach 1972 (Cask 712),"
      A      "
Glendronach 1972 (Cask 718),"
      A      "
Glendronach 1972 Kensington Wine Market,"
      A      "
Glendronach 1974 Blackadder,"
      B+      "
Glendronach 1975 DT Three Generations,"
      B+      "
"Glendronach 1985, 25 year old Highlander Inn","
      B+      "
Glendronach 1990 (Cask 1240),"
      B      "
Glendronach 1990 Jack Wieber Cask 3058,"
      B      "
Glendronach 1990 Murray McDavid,"
      B      "
Glendronach 1992 17yr (Cask 401),"
      A-      "
Glendronach 1992 for The Whisky Barrel,"
      B+      "
Glendronach 1992 Single Cask for Parkers,"
      B+      "
Glendronach 1993  K&L,"
      B      "
Glendronach 1993 (Cask 26),"
      B+      "
Glendronach 1993 (Cask 30),"
      A-      "
Glendronach 1993 (Cask 487),"
      B      "
Glendronach 1993 (Cask 536),"
      B      "
Glendronach 1993 Cask 3,"
      B      "
Glendronach 1994 Single Cask (K&L),"
      B+      "
Glendronach 1995 15yr,"
      B+      "
Glendronach 1995 18yr  (K&L),"
      B+      "
Glendronach 1995 19yr Pedro Ximenez,"
      B-      "
Glendronach 21 Parliament,"
      B-      "
Glendronach 25 Cadenhead's,"
      A-      "
Glendronach 33,"
      B+      "
Glendronach 8 Teacher's (1980s),"
      B-      "
Glendronach 8 The Hielan,"
      C      "
Glendronach Cask Strength Batch 2,"
      B-      "
Glendronach Cask Strength Batch 6,"
      B-      "
GlenDronach Cask Strength Batch 8,"
      B      "
Glendronach Grandeur,"
      B+      "
GlenDronach Master Vintage 1993,"
      A-      "
Glendronach Peated,"
      B      "
"Glendullan 12, The Singleton of","
      C+      "
Glendullan 1965 Cadenhead's,"
      B-      "
Glendullan 1993 Murray McDavid,"
      B-      "
Glendullan House Tully,"
      C      "
Glenesk 1985 Connoisseurs Choice,"
      B-      "
"Glenfarclas ""Glen First Class"" 2000 Malts of Scotland","
      B      "
"Glenfarclas ""Reverence""","
      B+      "
"Glenfarclas ""Speyside"" 1971 The Whisky Fair","
      A-      "
"Glenfarclas ""The Faultline Casks"" K&L Exclusive","
      B      "
Glenfarclas 10,"
      B      "
Glenfarclas 105 (circa 2008),"
      B      "
Glenfarclas 105 (Dumpy),"
      B-      "
Glenfarclas 105 (late 1990's),"
      B      "
Glenfarclas 12,"
      C+      "
Glenfarclas 12 (1980s),"
      C      "
Glenfarclas 15,"
      B+      "
Glenfarclas 17 ,"
      B-      "
Glenfarclas 1954,"
      B+      "
Glenfarclas 1959 Historic Reserve No. 4,"
      A-      "
Glenfarclas 1960 Family Casks,"
      A      "
Glenfarclas 1962 Family Cask (no. 2639),"
      A-      "
Glenfarclas 1964/2005 Norse Cask,"
      B+      "
"Glenfarclas 1965 ""Probably Speyside's Finest Distillery"" DL Platinum Old & Rare","
      B+      "
"Glenfarclas 1965 ""Speyside's Finest Distillery"" DL Platinum","
      A-      "
Glenfarclas 1965 Family Casks,"
      A      "
"Glenfarclas 1965 Old Malt Cask ""Probably...""","
      B+      "
Glenfarclas 1965 Scott's Selection,"
      B+      "
Glenfarclas 1965 The Bottlers,"
      B+      "
"Glenfarclas 1966 ""Probably Speyside's Finest Distillery"" DL Director's Cut","
      A-      "
"Glenfarclas 1966 Old Malt Cask ""Speyside's Finest""","
      A-      "
Glenfarclas 1968,"
      B+      "
Glenfarclas 1970 Family Cask (Cask 2030),"
      A-      "
Glenfarclas 1972 Family Casks (No. 3551),"
      A-      "
Glenfarclas 1973 Cadenhead's Chairman's Stock,"
      A-      "
Glenfarclas 1973 Family Casks,"
      A      "
Glenfarclas 1974,"
      A-      "
Glenfarclas 1974 Sam's Wine and Spirit,"
      B+      "
Glenfarclas 1974 The Family Casks,"
      A-      "
Glenfarclas 1977 Glenhaven,"
      A-      "
Glenfarclas 1977 SMWS 1.101,"
      B      "
Glenfarclas 1979 Family Casks Release III,"
      A-      "
Glenfarclas 1979 The Family Casks 8072,"
      B+      "
Glenfarclas 1990 Beltramo's,"
      B+      "
Glenfarclas 1990 K&L,"
      B+      "
Glenfarclas 1991 Christmas Malt,"
      B      "
Glenfarclas 1993 Oloroso Cask,"
      B-      "
Glenfarclas 1996 Traverso's,"
      B      "
Glenfarclas 20 year 105,"
      A      "
Glenfarclas 2005 Chichibu Whisk(e)y Matsuri,"
      B      "
Glenfarclas 21,"
      B      "
Glenfarclas 25 ,"
      B-      "
Glenfarclas 30,"
      A-      "
Glenfarclas 40,"
      A-      "
Glenfarclas 40 year 105,"
      A-      "
Glenfarclas 43y Cognac Cask,"
      A-      "
Glenfarclas 8 (1970s),"
      C+      "
Glenfarclas Family Casks 1955,"
      A-      "
"Glenfiddich ""102"" Distillery Edition","
      B-      "
"Glenfiddich ""The Original"" 1963 Recreation","
      B-      "
Glenfiddich 12,"
      C+      "
Glenfiddich 15 Cask Strength,"
      B-      "
Glenfiddich 15 Solera Reserve,"
      C+      "
Glenfiddich 15 Year Old Distillery Edition,"
      B      "
Glenfiddich 18,"
      B      "
Glenfiddich 1976,"
      A-      "
Glenfiddich 1977,"
      B+      "
Glenfiddich 1982 Craigellachie Hotel,"
      B      "
Glenfiddich 21,"
      B      "
Glenfiddich 21 Gran Reserva,"
      C      "
Glenfiddich 30,"
      B      "
Glenfiddich Age of Discovery,"
      B      "
Glenfiddich Cask of Dreams,"
      B      "
Glenfiddich Malt Master's Edition 04/12,"
      C+      "
Glenfiddich Reserve Cask,"
      C      "
Glenfiddich Select Cask,"
      C+      "
Glenfiddich Snow Phoenix,"
      B      "
Glenfiddich Vintage Cask,"
      C+      "
Glenfiddich-Glenlivet 26yo Cadenhead's,"
      B-      "
Glenforres 12 All Highland Malt,"
      C      "
Glengarioch 1988 Whisky Galore,"
      B-      "
"Glenglassaugh ""The Spirit Drink...""","
      C-      "
Glenglassaugh 1966,"
      A      "
Glenglassaugh 1973 Family Silver,"
      B+      "
Glenglassaugh 1974 Master Distiller's Select,"
      B+      "
Glenglassaugh 1976 Dewar Rattray,"
      B+      "
Glenglassaugh 1976 Dormant Distillery Company,"
      B      "
Glenglassaugh 1978 TWE 10th Anniversary,"
      B      "
Glenglassaugh 1984 Old Malt Cask #5362,"
      B+      "
Glenglassaugh 1984 Queen of the Moorlands XVII,"
      B+      "
Glenglassaugh Evolution,"
      C+      "
Glenglassaugh First Cask,"
      B-      "
Glenglassaugh Revival,"
      C-      "
Glenglassaugh Torfa,"
      B-      "
"Glenglassaugh, Murray McDavid 1986/2004","
      A-      "
Glengoyne 10 Year Old,"
      C      "
Glengoyne 17,"
      B      "
Glengoyne 18 Year Old,"
      C+      "
Glengoyne 1967 Reserve,"
      B+      "
"Glengoyne 1972 ""Spring""","
      A-      "
Glengoyne 1972 Malts of Scotland,"
      A-      "
Glengoyne 1972 Perfect Dram,"
      A-      "
Glengoyne 1972 Perfect Dram (63.5%),"
      B      "
Glengoyne 1987 Single Cask,"
      A      "
Glengoyne 1992 (La Maison Du Whisky),"
      B-      "
Glengoyne 21,"
      B-      "
Glengoyne Distilled 1996,"
      B-      "
Glengoyne Duncan's Choice,"
      B+      "
Glengoyne Ewan's Choice,"
      A-      "
Glengoyne Scottish Oak,"
      B-      "
Glenisla 1977 Signatory,"
      B+      "
Glenkichie 1987 Cadenhead,"
      B      "
Glenkichie 1987 Cadenhead,"
      B-      "
Glenkinchie 10,"
      C+      "
Glenkinchie 12,"
      C+      "
Glenkinchie 1991 Distiller's Edition,"
      B+      "
Glenkinchie 20,"
      A-      "
Glenlivet (Minmore) 1972 Cadenhead,"
      B+      "
Glenlivet 12,"
      C+      "
Glenlivet 12 Seagram Italia,"
      B      "
Glenlivet 15,"
      B-      "
Glenlivet 15 Trader Joe's,"
      C+      "
Glenlivet 18 ,"
      B      "
Glenlivet 1938 George & J.G. Smith's,"
      B+      "
Glenlivet 1940 George & J.G. Smith's,"
      A-      "
Glenlivet 1959 Cellar Collection,"
      B+      "
Glenlivet 1964 Cellar Collection,"
      A-      "
Glenlivet 1968 Duncan Taylor,"
      A      "
Glenlivet 1968 Lonach,"
      B      "
Glenlivet 1969 Cellar Collection,"
      A-      "
Glenlivet 1969 Scott's Selection,"
      B+      "
Glenlivet 1972 Cellar Collection,"
      A-      "
Glenlivet 1973 Berry's,"
      B+      "
Glenlivet 1973 Signatory,"
      B+      "
Glenlivet 1974 Cadenhead's,"
      B-      "
Glenlivet 1975 Signatory,"
      B+      "
Glenlivet 1977 Old Malt Cask,"
      B+      "
Glenlivet 1978 A.D. Rattray Cask Collection,"
      B      "
Glenlivet 1981 Signatory (The Whisky Exchange),"
      B      "
Glenlivet 1981 Signatory K&L,"
      A-      "
Glenlivet 1983 Cellar Collection,"
      B      "
Glenlivet 1987 Duncan Taylor NC2,"
      B+      "
Glenlivet 1995 Signatory,"
      B+      "
Glenlivet 1996 Signatory K&L,"
      B      "
